Updated On,State,Total Tested,Positive,Negative,Unconfirmed,Total People In Quarantine,Total People Released From Quarantine,Num Isolation Beds,Num ICU Beds,Num Ventilators,Num Calls State Helpline,Source,Source2,Test positivity rate,Tests per thousand,Tests per million,Population (Source: UIDAI),1000,1000000
12/04/2020,Rajasthan,28505,796,25105,2559,,,,,,,https://t.me/indiacovid/2093,,2.79%,0.3581738624,358.1738624,,,
13/04/2020,Rajasthan,31804,847,28657,2300,,,,,,,https://t.me/indiacovid/2160,,2.66%,0.3996267855,399.6267855,,,
14/04/2020,Rajasthan,34928,1005,29376,4583,,,,,,,https://t.me/indiacovid/2309,,2.88%,0.4388807811,438.8807811,,,
15/04/2020,Rajasthan,37860,1076,31902,4882,,,,,,,https://t.me/indiacovid/2376,,2.84%,0.4757222393,475.7222393,,,
16/04/2020,Rajasthan,40778,1101,33739,5938,,,,,,,https://t.me/indiacovid/2402,,2.70%,0.5123877832,512.3877832,,,
17/04/2020,Rajasthan,42847,1229,36153,5465,,,,,,,https://t.me/indiacovid/2516,,2.87%,0.5383853879,538.3853879,,,
18/04/2020,Rajasthan,47197,1282,39092,6823,,,,,,,https://t.me/indiacovid/2547,,2.72%,0.5930444408,593.0444408,,,
19/04/2020,Rajasthan,51614,1478,43537,6599,,,,,,,https://t.me/indiacovid/2691,,2.86%,0.6485453687,648.5453687,,,
20/04/2020,Rajasthan,57290,1576,47657,8057,,,,,,,https://t.me/indiacovid/2801,,2.75%,0.7198660087,719.8660087,,,
21/04/2020,Rajasthan,61492,1735,54100,5657,,,,,,,https://t.me/indiacovid/2888,,2.82%,0.7726653972,772.6653972,,,
22/04/2020,Rajasthan,66257,1888,58552,5817,,,,,,,https://t.me/indiacovid/2974,,2.85%,0.8325390493,832.5390493,,,
23/04/2020,Rajasthan,69764,1964,63485,4315,,,,,,,https://t.me/indiacovid/3041,,2.82%,0.8766055547,876.6055547,,,
24/04/2020,Rajasthan,74484,2034,68133,4317,,,,,,,https://t.me/indiacovid/3122,,2.73%,0.9359137684,935.9137684,,,
25/04/2020,Rajasthan,78993,2083,71806,5104,,,,,,,https://t.me/indiacovid/3210,,2.64%,0.9925707038,992.5707038,,,
26/04/2020,Rajasthan,82942,2185,75670,5087,,,,,,,https://t.me/indiacovid/3292,,2.63%,1.042191072,1042.191072,,,
27/04/2020,Rajasthan,87777,2262,80830,4685,,,,,,,https://t.me/indiacovid/3388,,2.58%,1.102944295,1102.944295,,,
28/04/2020,Rajasthan,92506,2364,85834,4308,,,,,,,https://t.me/indiacovid/3478,,2.56%,1.162365596,1162.365596,,,
29/04/2020,Rajasthan,,,,,,,,,,,,,,0,0,,,
03/04/2020,Tamil Nadu,3684,411,2789,484,284,,13323,,3044,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-03-04-20-COVID-19-6-PM.pdf,,11.16%,0.04773409466,47.73409466,77177540,,
08/04/2020,Tamil Nadu,5305,690,4414,201,1864,,22049,,3371,,https://stopcorona.tn.gov.in/,,13.01%,0.0687376146,68.7376146,,,
09/04/2020,Tamil Nadu,7267,834,5824,485,2042,,29074,,3371,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin09.04.20-5-Pages-English-173-KB.pdf,,11.48%,0.09415951843,94.15951843,,,
10/04/2020,Tamil Nadu,8410,911,6838,661,1987,,29074,,3371,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-10-04-20-COVID-19-6-PM.pdf,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin09.04.20-5-Pages-English-173-KB.pdf,10.83%,0.1089695266,108.9695266,,,
11/04/2020,Tamil Nadu,9842,969,7779,1094,1884,,29074,,3371,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-11.04.2020.pdf,https://stopcorona.tn.gov.in/,9.85%,0.1275241476,127.5241476,,,
12/04/2020,Tamil Nadu,10655,1075,,,,,29074,,3371,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-12.04.2020-5-pages-English-178-KB.pdf,https://stopcorona.tn.gov.in/daily-bulletin/,10.09%,0.1380583004,138.0583004,,,
13/04/2020,Tamil Nadu,12746,1173,,,,,29074,,3371,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-13.04.2020-5pages-English-181-KB.pdf,,9.20%,0.165151675,165.151675,,,
14/04/2020,Tamil Nadu,19255,1204,13234,777,1870,,29074,,3371,,https://stopcorona.tn.gov.in/,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-14.04.2020-4-Pages-English-175-KB.pdf,6.25%,0.2494896831,249.4896831,,,
15/04/2020,Tamil Nadu,21994,1242,15210,1383,,,29074,,3371,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-15.04.2020.pdf,,5.65%,0.2849792828,284.9792828,,,
16/04/2020,Tamil Nadu,26005,1267,18743,1400,,,29074,,3371,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin16.04.2020-4-Pages-English-174-KB.pdf,,4.87%,0.3369503615,336.9503615,,,
17/04/2020,Tamil Nadu,29673,1323,21628,2023,,,29074,,3371,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-17.04.2020.pdf,,4.46%,0.3844771419,384.4771419,,,
18/04/2020,Tamil Nadu,35036,1372,27192,1433,,,29074,,3371,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-18.04.2020.pdf,,3.92%,0.4539662705,453.9662705,,,
19/04/2020,Tamil Nadu,40876,1477,31853,2411,,,29074,,3371,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-19-04-20-COVID-19-6-PM-1.pdf,,3.61%,0.5296359537,529.6359537,,,
20/04/2020,Tamil Nadu,46985,1520,38082,2108,,,29074,,3371,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin20.04.2020.pdf,,3.24%,0.6087911068,608.7911068,,,
21/04/2020,Tamil Nadu,53045,1596,43582,1990,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-21.04.2020.pdf,,3.01%,0.6873113603,687.3113603,,,
22/04/2020,Tamil Nadu,59023,1629,49506,1937,,,29074,,3371,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-22.04.2020.pdf,,2.76%,0.7647691284,764.7691284,,,
23/04/2020,Tamil Nadu,65977,1683,56836,1433,,,29074,,3371,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-23.04.2020.pdf,,2.55%,0.8548730628,854.8730628,,,
24/04/2020,Tamil Nadu,72403,1755,62596,1483,,,29074,,3371,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-24.04.2020.pdf,,2.42%,0.9381356286,938.1356286,,,
25/04/2020,Tamil Nadu,80110,1821,69390,1754,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-25.04.2020.pdf,,2.27%,1.037996288,1037.996288,,,
26/04/2020,Tamil Nadu,87605,1885,77133,568,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-26.04.2020.pdf,,2.15%,1.135110033,1135.110033,,,
27/04/2020,Tamil Nadu,94781,1937,83021,1381,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-27-04-20-COVID-19-6-PM.pdf,,,1.228090452,1228.090452,,,
28/04/2020,Tamil Nadu,101874,2058,97908,1908,,,,,,,https://stopcorona.tn.gov.in/wp-content/uploads/2020/03/Media-Bulletin-28.04.2020.pdf,,,1.319995429,1319.995429,,,
19/04/2020,Telangana,14962,858,14104,768,,,,,,,https://t.me/indiacovid/2688?single,,5.73%,0.3844389435,384.4389435,38919054,,
28/04/2020,Telangana,19063,1009,,,,,,,,,https://www.thehindu.com/news/national/telangana/accuracy-of-tests-more-in-telangana-eatala/article31456895.ece,,5.29%,0.4898114944,489.8114944,,,
11/04/2020,Tripura,337,2,335,,,,,,,,https://m.facebook.com/story.php?story_fbid=2415546905213637&id=632536300181382,,0.59%,0.0819508086,81.9508086,4112223,,
15/04/2020,Tripura,738,2,,,,,,,,,https://www.facebook.com/bjpbiplab/posts/2424173307684330,,0.27%,0.1794649755,179.4649755,,,
16/04/2020,Tripura,762,2,760,,,,,,,,https://t.me/indiacovid/2466,,0.26%,0.1853012349,185.3012349,,,
17/04/2020,Tripura,,,,,,,,,,,,,,0,0,,,
18/04/2020,Tripura,,,,,,,,,,,,,,0,0,,,
19/04/2020,Tripura,,,,,,,,,,,,,,0,0,,,
20/04/2020,Tripura,,,,,,,,,,,,,,0,0,,,
21/04/2020,Tripura,2604,2,2602,,,,,,,,https://t.me/indiacovid/2898?single,,0.08%,0.6332341412,633.2341412,,,
22/04/2020,Tripura,3215,2,3123,,,,,,,,https://t.me/indiacovid/2983?single,,0.06%,0.7818155776,781.8155776,,,
05/04/2020,Uttar Pradesh,5255,278,4796,181,,,,,,,WA circular :/,,5.29%,0.02251706808,22.51706808,233378519,,
05/04/2020,Uttar Pradesh,5255,278,4796,179,3927,,,,,,,,5.29%,0.02251706808,22.51706808,,,
09/04/2020,Uttar Pradesh,8402,410,7898,94,8671,,,,,,https://t.me/c/1428198946/1789,,4.88%,0.03600159962,36.00159962,,,
10/04/2020,Uttar Pradesh,9332,433,8798,101,8771,,,,,,https://t.me/c/1428198946/1831,,4.64%,0.03998654221,39.98654221,,,
11/04/2020,Uttar Pradesh,10595,452,10012,131,8084,,,,,,https://t.me/c/1428198946/1882,,4.27%,0.04539835134,45.39835134,,,
12/04/2020,Uttar Pradesh,11855,483,11250,122,,,,,,,https://t.me/indiacovid/2132,,4.07%,0.05079730581,50.79730581,,,
13/04/2020,Uttar Pradesh,13287,558,12542,177,,,,,,,https://t.me/indiacovid/2199,,4.20%,0.05693326043,56.93326043,,,
14/04/2020,Uttar Pradesh,15914,660,15134,120,,,,,,,https://t.me/indiacovid/2294?single,,4.15%,0.06818965202,68.18965202,,,
15/04/2020,Uttar Pradesh,19506,727,18595,184,,,,,,,https://t.me/indiacovid/2356,,3.73%,0.08358095717,83.58095717,,,
16/04/2020,Uttar Pradesh,21384,805,20374,205,,,,,,,https://t.me/indiacovid/2448,,3.76%,0.09162797027,91.62797027,,,
17/04/2020,Uttar Pradesh,24643,849,23648,146,,,,,,,https://t.me/indiacovid/2504?single,,3.45%,0.1055924089,105.5924089,,,
18/04/2020,Uttar Pradesh,28484,974,27262,248,,,,,,,https://t.me/indiacovid/2588,,3.42%,0.1220506503,122.0506503,,,
19/04/2020,Uttar Pradesh,31767,1100,,,,,,,,,https://t.me/c/1248471072/11950,,3.46%,0.1361179261,136.1179261,,,
20/04/2020,Uttar Pradesh,34326,1184,32874,268,,,,,,,https://twitter.com/ANINewsUP/status/1252244640079556609?s=09,,3.45%,0.1470829455,147.0829455,,,
21/04/2020,Uttar Pradesh,37933,1337,36378,218,,,,,,,https://twitter.com/ANINewsUP/status/1252619570222731265?s=19,,3.52%,0.162538524,162.538524,,,
22/04/2020,Uttar Pradesh,42192,1449,40263,480,,,,,,,https://twitter.com/ANINewsUP/status/1252986461911052289/photo/1,,3.43%,0.1807878471,180.7878471,,,
23/04/2020,Uttar Pradesh,45483,1510,43495,478,,,,,,,https://t.me/indiacovid/3039?single,,3.32%,0.194889402,194.889402,,,
24/04/2020,Uttar Pradesh,53166,1621,51161,384,,,,,,,https://t.me/indiacovid/3111?single,,3.05%,0.2278101696,227.8101696,,,
25/04/2020,Uttar Pradesh,56851,1793,54216,842,,,,,,,https://t.me/indiacovid/3193?single,,3.15%,0.243599969,243.599969,,,
26/04/2020,Uttar Pradesh,61799,1873,58492,984,,,,,,,https://twitter.com/qazifarazahmad/status/1254434010375131138?s=19,,3.03%,0.2648015776,264.8015776,,,
27/04/2020,Uttar Pradesh,67145,1896,64139,1020,,,,,,,https://t.me/indiacovid/3405,,2.82%,0.2877085701,287.7085701,,,
28/04/2020,Uttar Pradesh,70307,2053,67266,988,,,,,,,https://t.me/indiacovid/3474,,,,,,,
29/04/2020,Uttar Pradesh,,,,,,,,,,,,,,,,,,
02/04/2020,Uttarakhand,678,7,554,117,,,,,,,https://www.facebook.com/UKMedicalHealth/photos/a.1666257713623931/2556543367928690/?type=3&theater,,1.03%,0.06085866732,60.85866732,11140566,,
07/04/2020,Uttarakhand,1289,32,1092,165,176,,,,,,,,2.48%,0.1157032776,115.7032776,,,
09/04/2020,Uttarakhand,1531,35,1235,261,1637,,,,,,http://health.uk.gov.in/files/Health_Bulletin__Uttarakhand_Novel_Corona_Virus_9_April_2020_8.00PM.pdf,,2.29%,0.1374256927,137.4256927,,,
10/04/2020,Uttarakhand,1688,35,1320,333,3770,,,,,478,http://health.uk.gov.in/files/Health_Bulletin__Uttarakhand_Novel_Corona_Virus_10_April_2020__5_PM.pdf,http://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,2.07%,0.151518334,151.518334,,,
11/04/2020,Uttarakhand,1705,35,1340,330,2693,,,,,480,http://health.uk.gov.in/files/11.04.2020_Daily_Bulletin.pdf,http://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,2.05%,0.1530442888,153.0442888,,,
12/04/2020,Uttarakhand,1820,35,1452,333,,,,,,448,https://m.facebook.com/UKMedicalHealth/photos/pcb.2564454990470861/2564454917137535/?type=3&source=49,,1.92%,0.1633669241,163.3669241,,,
13/04/2020,Uttarakhand,1998,35,1665,298,1814,,,,,,https://www.facebook.com/UKMedicalHealth/photos/a.1933022463614120/2565229507060076/?type=3&theater,,1.75%,0.1793445683,179.3445683,,,
14/04/2020,Uttarakhand,2174,35,1838,305,,,,,,,https://www.facebook.com/UKMedicalHealth/photos/rpp.1665195163730186/2566043650311995/?type=3&theater,,1.61%,0.1951426884,195.1426884,,,
15/04/2020,Uttarakhand,2413,37,2022,354,,,,,,,http://health.uk.gov.in/files/Corrected-15-04-2020-Health-Bulletin.pdf,,1.53%,0.2165958175,216.5958175,,,
16/04/2020,Uttarakhand,2593,37,2210,346,,,,,,353,https://m.facebook.com/UKMedicalHealth/photos/a.1933022463614120/2567811600135200/?type=3&source=48&__tn__=EH-R,,1.43%,0.2327529858,232.7529858,,,
17/04/2020,Uttarakhand,2831,40,2420,371,,,,,,420,https://m.facebook.com/story.php?story_fbid=2568731796709847&id=1665195163730186&__tn__=%2As%2As-R,,1.41%,0.2541163528,254.1163528,,,
18/04/2020,Uttarakhand,3158,42,2710,406,604,,,,,446,https://m.facebook.com/UKMedicalHealth/photos/a.1933022463614120/2569600566622970/?type=3,,1.33%,0.2834685419,283.4685419,,,
19/04/2020,Uttarakhand,3344,44,3046,255,,,,,,,https://m.facebook.com/UKMedicalHealth/photos/a.1933022463614120/2570573469859013/?type=3&source=48,,1.32%,0.3001642825,300.1642825,,,
20/04/2020,Uttarakhand,3677,46,3228,469,,,,,,,http://health.uk.gov.in/files/2020.04.20_Health_Bulletin.pdf,,1.25%,0.3300550439,330.0550439,,,
21/04/2020,Uttarakhand,4061,46,3445,570,,,,,,,http://health.uk.gov.in/files/2020.04.21_Health_Bulletin.pdf,,1.13%,0.3645236696,364.5236696,,,
22/04/2020,Uttarakhand,4275,46,3664,,,,856,498,189,,http://health.uk.gov.in/files/2020.04.22_Health_Bulletin_Summary.pdf,,1.08%,0.3837327475,383.7327475,,,
23/04/2020,Uttarakhand,4473,47,3879,265,,,,,,,http://health.uk.gov.in/files/2020.04.23_Health_Bulletin.pdf,,1.05%,0.4015056327,401.5056327,,,
24/04/2020,Uttarakhand,4767,48,4239,327,,,,,,,http://health.uk.gov.in/files/2020.04.24_Health_Bulletin.pdf,,1.01%,0.4278956742,427.8956742,,,
25/04/2020,Uttarakhand,5194,48,4423,411,,,,,,,https://twitter.com/ANI/status/1254054806567751680,,0.92%,0.466224068,466.224068,,,
26/04/2020,Uttarakhand,5277,50,4675,348,,,,,,,http://health.uk.gov.in/files/2020.04.26_Health_Bulletin.pdf,,0.95%,0.4736743178,473.6743178,,,
27/04/2020,Uttarakhand,5463,51,4912,299,,,,,,,http://health.uk.gov.in/files/2020.04.27_Health_Bulletin.pdf,,0.93%,0.4903700584,490.3700584,,,
28/04/2020,Uttarakhand,5739,52,5212,284,,,,,,,https://twitter.com/ANI/status/1255131631137943552?s=09,,0.91%,0.5151443831,515.1443831,,,
01/04/2020,West Bengal,659,37,568,54,,,,,,,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_01.04_.2020_.pdf,,5.61%,0.006679360086,6.679360086,98662146,,
04/04/2020,West Bengal,1042,,,,1125,786,,,,,,,0.00%,0.0105612947,10.5612947,,,
06/04/2020,West Bengal,1301,,,,246,,,,,,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_06.04_.2020(1)_.pdf,,0.00%,0.01318641498,13.18641498,,,
07/04/2020,West Bengal,1487,,,,262,,,,,,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_07.04_.2020_.pdf,,0.00%,0.01507163649,15.07163649,,,
09/04/2020,West Bengal,1889,,,,1723,1345,,,,26025,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_09.04_.2020_.pdf,,0.00%,0.0191461475,19.1461475,,,
10/04/2020,West Bengal,2095,,,,1840,1447,,,,27068,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_10.04_.2020_.pdf,,0.00%,0.021234081,21.234081,,,
11/04/2020,West Bengal,2286,126,,,,,,,,28021,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_11.04_.2020_.pdf,https://www.mohfw.gov.in/,5.51%,0.02316998051,23.16998051,,,
12/04/2020,West Bengal,2523,134,,,,,,,,29168,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_12.04_.2020_.pdf,https://www.mohfw.gov.in/,5.31%,0.0255721176,25.5721176,,,
13/04/2020,West Bengal,2793,152,,,,,,,,30221,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_13.04_.2020_.pdf,https://www.mohfw.gov.in/,5.44%,0.02830872947,28.30872947,,,
14/04/2020,West Bengal,3081,190,,,2395,1956,,,,31330,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_14.04_.2020_.pdf,https://www.mohfw.gov.in/,6.17%,0.03122778213,31.22778213,,,
15/04/2020,West Bengal,3470,213,,,,,,,,32417,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_15.04_.2020_.pdf,https://www.mohfw.gov.in/,6.14%,0.03517053035,35.17053035,,,
16/04/2020,West Bengal,3811,231,,,,,,,,33400,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_16.04_.2020_.pdf,https://www.mohfw.gov.in/,6.06%,0.03862676978,38.62676978,,,
17/04/2020,West Bengal,4212,255,,,,,,,,34424,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_17.04_.2020_.pdf,https://www.mohfw.gov.in/,6.05%,0.04269114519,42.69114519,,,
18/04/2020,West Bengal,4630,287,,,,,,,,35447,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_18.04_.2020_.pdf,https://www.mohfw.gov.in/,6.20%,0.04692782579,46.92782579,,,
19/04/2020,West Bengal,5045,310,,,,,,,,36487,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_19.04_.2020_.pdf,https://www.mohfw.gov.in/,6.14%,0.0511340996,51.1340996,,,
20/04/2020,West Bengal,5469,339,,,,,,,,37508,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_20.04_.2020_.pdf,https://www.mohfw.gov.in/,6.20%,0.05543159379,55.43159379,,,
21/04/2020,West Bengal,6182,392,,,,,,,,38554,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_21.04_.2020_.pdf,,6.34%,0.06265827626,62.65827626,,,
22/04/2020,West Bengal,7037,423,,,,,,,,39597,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_22.04_.2020_.pdf,https://www.mohfw.gov.in/,6.01%,0.07132421385,71.32421385,,,
23/04/2020,West Bengal,7990,456,,,,,,,,40605,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_23.04_.2020_.pdf,https://www.mohfw.gov.in/,5.71%,0.08098344019,80.98344019,,,
24/04/2020,West Bengal,8933,514,,,,,,,,41724,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_24.04_.2020_.pdf,https://www.mohfw.gov.in/,5.75%,0.09054131054,90.54131054,,,
25/04/2020,West Bengal,9880,571,,,,,,,,42858,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_25.04_.2020_.pdf,https://www.mohfw.gov.in/,5.78%,0.1001397233,100.1397233,,,
26/04/2020,West Bengal,10893,611,,,,,,,,43892,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_26.04_.2020_.pdf,https://www.mohfw.gov.in/,5.61%,0.1104070856,110.4070856,,,
27/04/2020,West Bengal,12043,649,,,,,,,,44954,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_27.04_.2020_.pdf,https://www.mohfw.gov.in/,5.39%,0.1220630251,122.0630251,,,
28/04/2020,West Bengal,13223,697,,,,,,,,45928,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_28.04_.2020_.pdf,https://www.mohfw.gov.in/,5.27%,0.1340230325,134.0230325,,,
29/04/2020,West Bengal,,,,,,,,,,,,,,,,,,
